"lance","camp","year","estrato","velocidad","recorrido","weight.time","dista_p","abert_h"
64,"N12",2012,"B",3,2817,1,NA,16.9
65,"N12",2012,"A",3,2765,1,NA,17.3
66,"N12",2012,"B",3,2772,1,NA,NA
67,"N12",2012,"B",3.1,2858,1,NA,NA
68,"N12",2012,"B",3.2,3458,1.167,NA,17
69,"N12",2012,NA,3,3665,1.333,NA,NA
70,"N12",2012,"B",3,2783,1,NA,NA
71,"N12",2012,"B",3,2776,1,NA,NA
72,"N12",2012,"B",3,2797,1,NA,21.1
73,"N12",2012,"C",3,2726,1,NA,NA
74,"N12",2012,"B",3,2824,1,NA,NA
75,"N12",2012,"B",3,2797,1,NA,NA
76,"N12",2012,"B",3,2750,1,NA,16.9
77,"N12",2012,"B",3,2972,1,NA,NA
78,"N12",2012,"C",3,2835,1,NA,16.4
79,"N12",2012,NA,2.9,3579,1.333,NA,16.4
80,"N12",2012,"C",3.1,2863,1,NA,15.5
81,"N12",2012,"C",3,2728,1,NA,22.8
82,"N12",2012,"C",3,2764,1,NA,20.4
83,"N12",2012,"A",3,2640,1,NA,17.8
84,"N12",2012,"A",3,2797,1,NA,17.1
85,"N12",2012,"B",3.1,2863,1,NA,21.3
86,"N12",2012,"C",3,2792,1,NA,15
87,"N12",2012,"B",3,2911,1,NA,NA
88,"N12",2012,NA,2.9,3551,1.333,NA,18.8
89,"N12",2012,"C",3,2753,1,NA,21.4
90,"N12",2012,NA,2.9,3602,1.333,NA,17.1
91,"N12",2012,"C",3,2702,1,NA,17.9
92,"N12",2012,"A",3,2787,1,NA,20.1
93,"N12",2012,"B",3,2720,1,NA,19.6
94,"N12",2012,"B",3,2761,1,NA,19.9
95,"N12",2012,"B",3,2791,1,NA,18.1
96,"N12",2012,"B",3,2767,1,NA,19.1
97,"N12",2012,"C",3,2601,1,NA,20.9
98,"N12",2012,"B",3.3,3516,1.167,NA,NA
99,"N12",2012,"B",3,2741,1,NA,18.3
100,"N12",2012,"B",3,2790,1,NA,19.8
101,"N12",2012,NA,3,3674,1.333,NA,17.9
102,"N12",2012,"B",3,2758,1,NA,17.4
103,"N12",2012,"B",3,2788,1,NA,17.8
104,"N12",2012,"A",3,2773,1.033,NA,18.1
105,"N12",2012,"A",3,2796,1,NA,18.6
106,"N12",2012,"A",3.1,2824,1,NA,16.9
107,"N12",2012,"B",3,2789,1,NA,18.6
108,"N12",2012,"C",3.1,2836,1,NA,19.1
109,"N12",2012,"B",3,2777,1,NA,18.3
110,"N12",2012,"C",3.1,3101,1,NA,16.9
111,"N12",2012,NA,2.9,3558,1.333,NA,18.9
112,"N12",2012,"C",3,2736,1,NA,18.4
113,"N12",2012,"C",3,2743,1,NA,16.8
114,"N12",2012,"B",3,2796,1,NA,18
115,"N12",2012,NA,3.1,2852,1,NA,13.1
116,"N12",2012,NA,3.2,2883,1,NA,NA
117,"N12",2012,"B",3.3,3025,1,NA,NA
118,"N12",2012,"C",3,2643,0.967,NA,NA
119,"N12",2012,"C",3,2773,1,NA,NA
120,"N12",2012,"B",3.2,2926,1,NA,NA
121,"N12",2012,"A",3.3,3045,1,NA,NA
122,"N12",2012,"A",3,2812,1,NA,NA
123,"N12",2012,"A",3.1,2857,1,NA,20.9
124,"N12",2012,"B",3,2802,1,NA,19.4
125,"N12",2012,"C",3,2800,1,NA,19.7
126,"N12",2012,"A",3.3,3058,1,NA,15.5
1,"N13",2013,"B",2.9,2691,1,71.4,NA
2,"N13",2013,"A",2.9,2704,1,84.8,NA
3,"N13",2013,"A",3.1,2783,1,91.9,NA
4,"N13",2013,"B",2.9,2599,1,90.6,NA
5,"N13",2013,"B",3,2800,1,90.6,NA
6,"N13",2013,"A",3,2738,1,88.5,NA
7,"N13",2013,"B",2.9,2639,1,95.6,NA
8,"N13",2013,"B",2.9,2601,1,96,NA
9,"N13",2013,"B",2.9,2641,1,99.3,NA
10,"N13",2013,"B",2.9,2721,1,96.2,NA
11,"N13",2013,"B",3,2763,1,NA,NA
12,"N13",2013,"C",3,2790,1,101.7,NA
13,"N13",2013,NA,2.7,1709,0.867,102.9,NA
14,"N13",2013,NA,2.9,3520,1.333,101.5,NA
15,"N13",2013,"A",3,2745,1,84.8,NA
16,"N13",2013,"B",3.1,2842,1,92.6,NA
17,"N13",2013,"C",3,2753,1,93.6,NA
18,"N13",2013,"B",3.1,2855,1,92,NA
19,"N13",2013,NA,2.7,2527,1.167,114.1,NA
20,"N13",2013,"C",3,2745,1,89.6,NA
21,"N13",2013,"B",3.1,2839,1,91.4,NA
22,"N13",2013,"C",3.1,2881,1,100.7,NA
23,"N13",2013,"B",3.1,2866,1,91.3,NA
24,"N13",2013,"C",3,2780,1,99.2,NA
25,"N13",2013,"C",3,2810,1,91.6,NA
26,"N13",2013,"B",3.1,2970,1,94.5,NA
27,"N13",2013,"A",3.1,2803,1,78.8,NA
28,"N13",2013,NA,2.8,3287,1.333,113,NA
29,"N13",2013,"C",2.9,2557,1,106.6,NA
30,"N13",2013,"C",3,2761,1,110.6,NA
31,"N13",2013,"C",2.8,2546,1,108.1,NA
32,"N13",2013,"C",3,2744,1,102.5,NA
33,"N13",2013,"C",3,2730,1,107.8,NA
34,"N13",2013,"C",3.1,2837,1,106,NA
35,"N13",2013,"C",3.1,2801,1,103.4,NA
36,"N13",2013,"C",2.8,2616,1,102.9,NA
37,"N13",2013,"B",3.1,2888,1,95.7,NA
38,"N13",2013,"C",3,2738,1,102.8,NA
39,"N13",2013,"B",3.1,2861,1,99.8,NA
40,"N13",2013,"B",3,2823,1,94.5,NA
41,"N13",2013,"C",2.9,2715,1,107.9,NA
42,"N13",2013,NA,3,3725,1.333,94.2,NA
43,"N13",2013,NA,2.8,3497,1.333,NA,NA
44,"N13",2013,"C",3,2939,1.033,107.1,NA
45,"N13",2013,"B",3.2,2947,1,91.6,NA
46,"N13",2013,"B",3.2,2906,1,95,NA
47,"N13",2013,"B",3.1,2875,1,95.3,NA
48,"N13",2013,"B",3,2818,1,95.2,NA
49,"N13",2013,"B",3,2748,1,96.2,NA
50,"N13",2013,"B",2.9,2630,1,95.6,NA
51,"N13",2013,"C",3,2772,1,104.3,NA
52,"N13",2013,"C",3,2810,1,102.2,NA
53,"N13",2013,"B",3.1,2842,1,90.7,NA
54,"N13",2013,"A",3.1,2837,1,82.1,NA
55,"N13",2013,"B",3.1,2849,1,92.2,NA
56,"N13",2013,"B",3.1,2841,1,95.3,NA
57,"N13",2013,"B",3.1,2777,1,94.2,NA
58,"N13",2013,"A",3,2758,1,83.5,NA
59,"N13",2013,"A",3,2789,0.967,NA,NA
60,"N13",2013,"B",3,2715,1,NA,NA
61,"N13",2013,"B",3,2724,1,NA,NA
62,"N13",2013,"B",3,2936,1,NA,NA
63,"N13",2013,"B",3,2932,1.033,96.3,NA
64,"N13",2013,"B",3,2823,0.967,NA,NA
65,"N13",2013,NA,2.9,3675,1.333,109.3,NA
66,"N13",2013,"B",3.1,2847,1,NA,NA
67,"N13",2013,"B",3.1,2891,1,94.5,NA
68,"N13",2013,"B",3,2758,0.967,97.3,NA
69,"N13",2013,"A",3,2752,1,87.2,NA
70,"N13",2013,"A",3,2750,1,85.5,NA
71,"N13",2013,"B",3,2759,1,NA,NA
72,"N13",2013,"B",3.1,2621,1,90.8,NA
73,"N13",2013,"B",3,2771,1,91.1,NA
74,"N13",2013,NA,3,2782,1,71.2,NA
75,"N13",2013,"A",3.1,2806,1,NA,NA
76,"N13",2013,"B",3,2803,1,88,NA
77,"N13",2013,"B",3,2734,1,87.8,NA
78,"N13",2013,"B",3,2772,1,NA,NA
79,"N13",2013,"B",3.1,2822,0.967,NA,NA
80,"N13",2013,"C",3.1,2296,0.8,99.2,NA
81,"N13",2013,NA,3,3618,1.333,105.2,NA
82,"N13",2013,"C",2.9,2890,1.067,98.6,NA
83,"N13",2013,"C",3,2799,1,NA,NA
84,"N13",2013,"C",3,2746,1,93.3,NA
85,"N13",2013,"C",3,2741,1.033,104,NA
86,"N13",2013,"A",3,2848,1.033,NA,NA
87,"N13",2013,"B",3,2797,1,90.4,NA
88,"N13",2013,"A",3.1,2851,1,85.3,NA
89,"N13",2013,"B",3,2806,1,91.3,NA
90,"N13",2013,"B",2.9,2727,1,89.7,NA
91,"N13",2013,"C",3,2765,1.033,NA,NA
92,"N13",2013,"C",3,2759,1,97.2,NA
93,"N13",2013,"B",3,2770,1,91.7,NA
94,"N13",2013,"B",3,2739,1,NA,NA
95,"N13",2013,"B",3.1,2853,1,95.8,NA
96,"N13",2013,"C",2.9,2690,1,75.9,NA
97,"N13",2013,NA,2.8,3466,1.333,92.6,NA
98,"N13",2013,NA,2.8,3476,1.333,NA,NA
99,"N13",2013,"C",2.9,2721,1,NA,NA
100,"N13",2013,"B",3,2709,1,NA,NA
101,"N13",2013,"B",3.2,2925,1,99.7,NA
102,"N13",2013,"B",2.9,2691,1,98.6,NA
103,"N13",2013,NA,2.8,3385,1.333,NA,NA
104,"N13",2013,"A",3.1,2831,1,81.9,NA
105,"N13",2013,"C",3,2851,1,93.9,NA
106,"N13",2013,"A",3,2864,1.033,86.4,NA
107,"N13",2013,"B",3.1,2818,1,NA,NA
108,"N13",2013,"A",3,2767,1,82.4,NA
109,"N13",2013,NA,3.1,2891,1,69.7,NA
110,"N13",2013,"B",3,2732,1,88.8,NA
111,"N13",2013,"C",3,2786,1,103.6,NA
112,"N13",2013,"B",3.1,2813,0.967,95.8,NA
113,"N13",2013,"B",3.1,2952,1,97,NA
114,"N13",2013,"C",3,2761,1,95.4,NA
115,"N13",2013,"B",3,2776,1,NA,NA
116,"N13",2013,"B",3.1,2861,1,96.5,NA
117,"N13",2013,"B",3,2813,1,NA,NA
118,"N13",2013,"C",3,2778,1,110.6,NA
119,"N13",2013,NA,2.9,3534,1.333,110,NA
120,"N13",2013,NA,3.1,2843,1,58.6,NA
121,"N13",2013,"A",3,2762,1,85.7,NA
123,"N13",2013,"C",3,2726,1,100.2,NA
124,"N13",2013,"A",3.2,2885,1,86.1,NA
125,"N13",2013,"B",3.1,2880,1,93.1,NA
126,"N13",2013,"A",3,2775,1,85.5,NA
127,"N13",2013,"A",3.1,2906,1,84.8,NA
128,"N13",2013,"B",3,2826,1,92,NA
129,"N13",2013,"C",3,2846,0.967,100.8,NA
130,"N13",2013,"C",2.8,2588,1,NA,NA
131,"N13",2013,"B",3,2848,1,NA,NA
132,"N13",2013,NA,3.2,2927,1,59.9,NA
133,"N13",2013,"A",3.2,2892,1,72.4,NA
3,"N14",2014,"A",2.9,2693,0.967,82,16.4
4,"N14",2014,"B",3,2753,1,90.7,18.1
5,"N14",2014,"B",2.7,2425,1,94.4,18.9
6,"N14",2014,"B",2.7,2563,1,97.8,19.6
7,"N14",2014,"A",3,2897,1,83.1,16.6
8,"N14",2014,"A",2.9,2681,1,87.6,17.5
9,"N14",2014,"B",2.9,2734,1,90.9,18.2
10,"N14",2014,"B",2.9,2724,1,95.5,19.1
11,"N14",2014,"C",2.9,2671,0.967,102.7,20.5
12,"N14",2014,"B",2.9,2558,1,96.6,19.3
13,"N14",2014,NA,2.6,3249,1.333,116.8,23.4
14,"N14",2014,"C",2.8,2601,1,103.3,20.7
15,"N14",2014,"B",2.9,2668,1,92,18.4
16,"N14",2014,"B",2.9,2683,1,92.9,18.6
17,"N14",2014,"C",2.8,2569,1,NA,NA
18,"N14",2014,"B",3,2752,1,NA,NA
19,"N14",2014,"A",3,2777,1,80.5,16.1
20,"N14",2014,"B",3,2755,1,91.8,18.4
21,"N14",2014,"B",2.9,2672,0.967,92.1,18.4
22,"N14",2014,NA,2.8,3365,1.333,NA,NA
23,"N14",2014,"C",2.8,2614,1,88.5,17.7
24,"N14",2014,"C",2.9,2649,1,88.8,17.8
25,"N14",2014,"C",2.9,2722,1,90,18
26,"N14",2014,"B",2.9,2684,1,84.2,16.9
27,"N14",2014,"B",2.9,2659,1,90.4,18.1
28,"N14",2014,"C",2.8,2633,1,91.3,18.3
29,"N14",2014,"C",3,2624,1,96.4,19.3
30,"N14",2014,"A",3,2836,1,80.8,16.2
31,"N14",2014,"B",2.6,2599,1,91.8,18.4
32,"N14",2014,"B",3,2638,1,NA,NA
33,"N14",2014,"B",2.9,2695,1,87.8,17.6
34,"N14",2014,"C",2.9,2709,1,98.8,19.8
35,"N14",2014,"C",2.8,2618,1,91.4,18.3
36,"N14",2014,NA,2.6,3121,1.333,104.2,20.8
37,"N14",2014,NA,2.7,3289,1.3,109.2,21.8
38,"N14",2014,"C",2.9,2688,1,99.2,19.8
39,"N14",2014,"A",3,2792,1,80.3,16.1
40,"N14",2014,"B",3,2737,1,NA,NA
41,"N14",2014,"A",3,2771,1,72.9,14.6
42,"N14",2014,"B",2.9,2654,1,86.8,17.4
43,"N14",2014,"B",3,2728,1,83.5,16.7
44,"N14",2014,"C",2.8,2547,1,NA,NA
45,"N14",2014,"C",2.6,2458,1,103,20.6
46,"N14",2014,"C",2.8,2545,1,109.2,21.8
47,"N14",2014,NA,2.5,3079,1.333,110.3,22.1
48,"N14",2014,"C",2.9,2522,1,103,20.6
49,"N14",2014,"C",3,2754,1.067,104,20.8
50,"N14",2014,"C",2.8,2504,1,98.9,19.8
51,"N14",2014,"C",2.9,2641,1.033,91.8,18.4
52,"N14",2014,"C",2.9,2503,1,96.6,19.3
53,"N14",2014,"B",2.8,2594,0.967,81.6,16.3
54,"N14",2014,"B",2.8,2577,1,90.1,18
55,"N14",2014,"C",2.9,2774,1,91.2,18.2
56,"N14",2014,"C",2.9,2640,1,89.6,17.9
57,"N14",2014,"B",2.9,2622,1,NA,NA
58,"N14",2014,"B",2.8,2569,0.967,94.1,18.8
59,"N14",2014,"B",2.8,2597,1,90,18
60,"N14",2014,"B",2.9,2687,1,NA,NA
61,"N14",2014,"B",3,2784,0.967,88.8,17.8
62,"N14",2014,"A",3,2704,0.967,78.7,15.7
63,"N14",2014,"B",2.9,2666,1,85.8,17.2
64,"N14",2014,"B",2.8,2622,1,89.7,17.9
65,"N14",2014,"B",3,2828,1,92.5,18.5
66,"N14",2014,"A",3,2734,1,78.3,15.7
67,"N14",2014,"B",3,2752,1,84.7,16.9
68,"N14",2014,NA,2.6,3224,1.333,101.3,20.3
69,"N14",2014,"B",2.8,2536,1,NA,NA
70,"N14",2014,NA,3,2738,1,NA,NA
71,"N14",2014,"A",2.8,2693,1,86.4,17.3
72,"N14",2014,"B",3,2757,1,NA,NA
73,"N14",2014,"B",3,2770,1,NA,NA
74,"N14",2014,"C",2.6,2454,1,99.9,20
75,"N14",2014,"B",2.8,2582,1,88.6,17.7
76,"N14",2014,"B",2.8,2537,1,89,17.8
77,"N14",2014,"A",2.9,2673,1,79.5,15.9
78,"N14",2014,"A",3,2613,1,83.2,16.6
79,"N14",2014,"B",2.7,2594,1.033,NA,NA
80,"N14",2014,"B",2.7,2534,0.967,94.4,18.9
